일자,기온,풍속(m/s),풍향(16방위),습도(%),증기압(hPa),현지기압(hPa),일조(hr),일사(MJ/m2),지면온도(°C),오 존,이산화질소,일산화탄소,아황산가스,PM10,PM2.5
2020-01-10-23,-0.9,1.4,270,61,3.5,1011.8,,,-0.8,0.02,0.024,0.6,0.003,52,37
2020-01-11-00,-1.1,1.5,270,66,3.7,1011.4,,,-0.9,0.013,0.028,0.6,0.003,49,37
2020-01-11-01,-1.5,0.6,270,68,3.7,1011.3,,,-1.2,0.005,0.034,0.7,0.003,54,40
2020-01-11-02,-1.7,0.7,290,75,4.1,1011.1,,,-1.4,0.005,0.032,0.7,0.003,52,38
2020-01-11-03,-1.8,1.1,50,71,3.8,1011,,,-1.7,0.001,0.037,0.8,0.003,51,36
2020-01-11-04,-2.2,1.4,20,75,3.9,1010.5,,,-1.9,0.002,0.04,0.9,0.003,47,36
2020-01-11-05,-2,0.4,0,72,3.8,1010.5,,,-1.4,0.001,0.039,1,0.003,53,37
2020-01-11-06,-1.8,0.8,360,73,3.9,1010.6,,,-1.6,0.001,0.043,1,0.003,51,35
2020-01-11-07,-2,0.6,320,78,4.1,1010.6,,,-2.2,0.002,0.043,1.1,0.003,57,38
2020-01-11-08,-2.5,1.6,20,81,4.1,1010.6,0,0,-2.4,0.002,0.043,1.1,0.003,53,39
2020-01-11-09,-2.4,1.1,20,77,4,1011.3,0.6,0.24,-1.7,0.002,0.044,1.2,0.003,57,41
2020-01-11-10,-1,0.1,0,70,4,1011.7,0.5,0.54,-0.6,0.002,0.043,1.2,0.004,59,43
2020-01-11-11,1.5,1.5,290,60,4.1,1011.3,1,1.33,-0.1,0.005,0.047,1.1,0.005,75,49
2020-01-11-12,2.6,1.1,290,52,3.8,1010.2,1,1.62,0.5,0.016,0.032,0.8,0.005,72,49
2020-01-11-13,3.5,2.7,250,44,3.5,1009.3,1,1.84,1.9,0.023,0.022,0.7,0.005,58,38
2020-01-11-14,3.4,3.1,320,40,3.1,1008.6,1,1.78,4.1,0.025,0.026,0.7,0.005,59,39
2020-01-11-15,3.1,3.2,320,41,3.1,1008.2,1,1.45,4,0.033,0.017,0.6,0.004,53,38
2020-01-11-16,3.6,3,290,45,3.6,1008.1,1,0.92,3.1,0.031,0.022,0.7,0.004,54,37
2020-01-11-17,2.3,2.9,320,51,3.7,1007.8,1,0.38,0.6,0.028,0.023,0.7,0.004,68,45
2020-01-11-18,1.1,2.9,320,52,3.5,1008.2,0,0.03,0.1,0.026,0.025,0.7,0.004,64,45
2020-01-11-19,0.2,1.4,340,53,3.3,1008.3,,,-0.1,0.027,0.022,0.7,0.004,58,37
2020-01-11-20,0,4.6,340,54,3.3,1008.2,,,-0.3,0.027,0.02,0.7,0.004,47,32
2020-01-11-21,-0.3,3.1,340,54,3.2,1008,,,-0.4,0.028,0.017,0.7,0.004,53,34
2020-01-11-22,-0.7,2.7,270,60,3.5,1008,,,-0.5,0.03,0.015,0.7,0.004,50,36
2020-01-11-23,-1.1,1.9,290,64,3.6,1008.2,,,-0.6,0.022,0.022,0.8,0.004,63,42
2020-01-12-00,-1.4,2.4,270,67,3.7,1007.9,,,-0.5,0.02,0.022,0.8,0.004,64,46
2020-01-12-01,-1.5,2.6,270,66,3.6,1007.7,,,-0.5,0.023,0.018,0.8,0.004,66,49
2020-01-12-02,-1.7,2.5,290,67,3.6,1007.6,,,-0.6,0.024,0.015,0.8,0.003,62,49
2020-01-12-03,-1.9,1.4,360,67,3.6,1007.3,,,-0.7,0.027,0.012,0.8,0.004,73,53
2020-01-12-04,-2.3,2.1,290,73,3.8,1006.9,,,-1.1,0.029,0.011,0.8,0.004,70,52
2020-01-12-05,-2.8,1,340,75,3.7,1006.6,,,-1.3,0.025,0.011,0.7,0.004,69,51
2020-01-12-06,-3.1,1.8,340,72,3.5,1006.7,,,-1.8,0.027,0.011,0.7,0.004,66,47
2020-01-12-07,-3.3,1.5,290,70,3.4,1007.1,,,-1.4,0.029,0.011,0.7,0.004,61,42
2020-01-12-08,-3.3,1.7,290,71,3.4,1007.1,0,0,-1.9,0.023,0.016,0.7,0.004,55,38
2020-01-12-09,-3,2.2,320,70,3.4,1007.6,0.5,0.25,-1.3,0.023,0.015,0.7,0.004,62,42
2020-01-12-10,-2,1.7,320,63,3.3,1008.3,1,0.77,-0.4,0.021,0.017,0.8,0.005,61,40
2020-01-12-11,-0.7,2.3,320,57,3.3,1008.2,1,1.26,-0.1,0.027,0.015,0.7,0.005,70,45
2020-01-12-12,0.4,3.6,270,47,3,1007.4,1,1.51,0.1,0.029,0.017,0.7,0.006,62,41
2020-01-12-13,1.3,3,290,41,2.8,1006.8,1,1.83,0.9,0.033,0.015,0.5,0.005,56,39
2020-01-12-14,1.9,3.9,290,41,2.9,1006.2,1,1.76,3.4,0.033,0.013,0.5,0.005,45,29
2020-01-12-15,2.4,3,290,41,3,1006.1,1,1.47,4.2,0.035,0.015,0.5,0.005,48,33
2020-01-12-16,2.5,2.8,290,43,3.1,1006.3,1,1,3.2,0.033,0.017,0.4,0.004,42,28
2020-01-12-17,1.1,3.2,290,53,3.5,1006.7,1,0.45,0.6,0.03,0.018,0.4,0.004,39,24
2020-01-12-18,0,3.4,270,60,3.7,1006.9,0.1,0.03,0.2,0.028,0.018,0.4,0.003,37,24
2020-01-12-19,-0.4,2.7,270,62,3.7,1007.4,,,-0.2,0.023,0.024,0.4,0.004,40,23
2020-01-12-20,-0.9,1.9,290,62,3.6,1007.8,,,-0.5,0.026,0.019,0.4,0.003,36,21
2020-01-12-21,-0.9,2.8,270,62,3.6,1008.5,,,-0.6,0.02,0.022,0.4,0.003,33,22
2020-01-12-22,-1.4,3,270,64,3.5,1009.2,,,-0.9,0.017,0.026,0.5,0.003,34,22
2020-01-12-23,-1.9,2.3,290,73,3.9,1009.4,,,-1.1,0.021,0.019,0.5,0.003,39,24
2020-01-13-00,-2,2.7,270,73,3.8,1009.7,,,-0.7,0.021,0.018,0.5,0.003,40,25
2020-01-13-01,-2.4,2,290,72,3.7,1009.2,,,-1.2,0.025,0.014,0.5,0.003,41,26
2020-01-13-02,-3.2,1.6,320,73,3.5,1009.4,,,-1.9,0.032,0.007,0.4,0.003,39,28
2020-01-13-03,-3.9,0.7,320,72,3.3,1010,,,-2.3,0.031,0.009,0.4,0.003,35,26
2020-01-13-04,-4.2,0.9,360,72,3.2,1009.8,,,-2.7,0.03,0.009,0.4,0.003,32,23
2020-01-13-05,-4.4,0.7,340,73,3.2,1010,,,-3,0.025,0.011,0.4,0.003,33,23
2020-01-13-06,-4.6,1.1,290,75,3.3,1010.3,,,-3.3,0.019,0.016,0.4,0.003,30,23
2020-01-13-07,-4.3,1.9,270,71,3.2,1010.8,,,-3,0.011,0.024,0.5,0.003,32,23
2020-01-13-08,-3.9,3.1,270,71,3.3,1011.4,0,0,-3,0.005,0.031,0.6,0.003,36,22
2020-01-13-09,-3.9,3.7,290,66,3,1012.2,0,0.12,-2.7,0.009,0.029,0.6,0.003,44,28
2020-01-13-10,-3,2.8,290,55,2.7,1012.7,0.8,0.79,-1.9,0.017,0.02,0.5,0.003,41,25
2020-01-13-11,-2.2,2.9,340,54,2.8,1013,1,1.45,-0.6,0.019,0.019,0.4,0.004,36,21
2020-01-13-12,-1.5,3.4,320,45,2.5,1012.7,1,1.79,0,0.022,0.016,0.4,0.004,36,20
2020-01-13-13,-0.7,2.8,320,37,2.1,1012,1,1.92,0.8,0.027,0.015,0.4,0.003,37,23
2020-01-13-14,-0.2,4.5,270,34,2,1012.3,1,1.87,2.1,0.031,0.012,0.4,0.003,30,17
2020-01-13-15,-0.4,4.3,320,33,2,1012.5,1,1.59,1.8,0.029,0.014,0.4,0.003,29,15
2020-01-13-16,0,3.2,290,30,1.8,1012.5,1,1.1,0.7,0.028,0.014,0.4,0.003,26,14
2020-01-13-17,-0.9,3.4,320,30,1.7,1012.5,1,0.49,-0.1,0.027,0.015,0.4,0.003,24,11
2020-01-13-18,-1.9,2.4,270,34,1.8,1012.9,0.3,0.03,-0.5,0.025,0.017,0.4,0.003,21,13
2020-01-13-19,-2.3,2.7,270,38,2,1013.9,,,-0.8,0.019,0.021,0.4,0.003,24,13
2020-01-13-20,-2.8,1.7,290,38,1.9,1014.1,,,-1.4,0.02,0.02,0.4,0.003,25,13
2020-01-13-21,-3,1.9,360,37,1.8,1014.2,,,-2,0.024,0.015,0.4,0.003,24,14
2020-01-13-22,-3.6,1.2,360,40,1.9,1014.7,,,-2.5,0.023,0.016,0.4,0.003,25,17
2020-01-13-23,-4.2,1,340,45,2,1014.8,,,-2.9,0.018,0.02,0.4,0.003,24,15
2020-01-14-00,-4.4,0.5,340,46,2,1014.5,,,-3.2,0.019,0.02,0.4,0.003,24,16
2020-01-14-01,-4.4,1.2,340,49,2.2,1014.5,,,-3.5,0.012,0.024,0.4,0.003,28,17
2020-01-14-02,-4.4,1.3,290,53,2.3,1014.3,,,-3.6,0.011,0.023,0.4,0.003,25,16
2020-01-14-03,-4.6,0.7,360,55,2.4,1014.5,,,-4,0.015,0.02,0.5,0.003,29,20
2020-01-14-04,-4.9,0.9,290,60,2.6,1014.5,,,-4.3,0.015,0.02,0.5,0.003,30,19
2020-01-14-05,-5.4,1,20,64,2.6,1014.5,,,-4.5,0.008,0.025,0.5,0.002,31,22
2020-01-14-06,-5.5,2.1,50,63,2.6,1014.3,,,-4,0.002,0.036,0.7,0.003,30,21
2020-01-14-07,-5.5,1.7,50,58,2.4,1014.9,,,-3.6,0.002,0.037,0.7,0.003,41,22
2020-01-14-08,-5.5,1.7,50,59,2.4,1014.9,0,0,-4,0.002,0.038,0.7,0.003,43,24
2020-01-14-09,-4.6,2.2,50,57,2.5,1014.9,0.2,0.19,-3,0.003,0.044,0.8,0.003,43,26
2020-01-14-10,-3.5,1.3,50,51,2.4,1015.4,1,0.71,-1.9,0.004,0.043,0.9,0.004,46,25
2020-01-14-11,-1.4,1.1,110,41,2.3,1015.4,1,1.21,-0.5,0.006,0.037,0.9,0.005,53,31
2020-01-14-12,0.3,1.4,290,35,2.2,1014.8,1,1.53,0,0.008,0.04,0.9,0.005,53,32
2020-01-14-13,1,1.8,320,34,2.2,1014,1,1.78,1.3,0.013,0.036,0.7,0.005,50,31
2020-01-14-14,2,2.7,290,30,2.1,1013.6,1,1.69,3.2,0.019,0.027,0.6,0.004,42,26
2020-01-14-15,2,3.2,320,33,2.3,1013.6,1,1.41,2.5,0.016,0.031,0.6,0.004,42,27
2020-01-14-16,2.2,2.4,290,22,1.6,1013.9,1,1.03,1.2,0.017,0.03,0.5,0.004,46,30
2020-01-14-17,1,1.9,290,23,1.5,1014.3,1,0.48,-0.1,0.024,0.025,0.4,0.003,41,24
2020-01-14-18,-0.2,1.9,290,28,1.7,1014.9,0.3,0.03,-0.4,0.024,0.021,0.4,0.003,24,15
2020-01-14-19,-0.8,2.3,320,29,1.7,1015.5,,,-0.7,0.014,0.028,0.4,0.003,26,15
2020-01-14-20,-1.7,1.2,290,41,2.2,1016,,,-1.3,0.02,0.022,0.4,0.003,25,15
2020-01-14-21,-2.3,1.1,290,45,2.3,1016.3,,,-1.9,0.022,0.02,0.5,0.004,32,22
2020-01-14-22,-3,1.4,290,46,2.3,1016.5,,,-2.5,0.023,0.017,0.5,0.004,33,21
2020-01-14-23,-3.2,0.9,340,44,2.1,1016.6,,,-3.1,0.017,0.025,0.5,0.003,30,21
2020-01-15-00,-3.8,0.8,270,46,2.1,1017,,,-3.6,0.012,0.027,0.5,0.003,30,19
2020-01-15-01,-4.1,1.4,290,52,2.3,1016.9,,,-3.7,0.009,0.031,0.6,0.004,32,22
2020-01-15-02,-4.9,1.3,270,53,2.3,1016.9,,,-4.1,0.017,0.02,0.5,0.004,34,24
2020-01-15-03,-5.1,1.8,290,56,2.3,1017.3,,,-4.4,0.01,0.024,0.6,0.003,44,26
2020-01-15-04,-5.3,2.4,270,58,2.4,1017,,,-4.5,0.01,0.026,0.6,0.003,40,23
2020-01-15-05,-5.5,1.7,290,61,2.5,1017.1,,,-4.8,0.013,0.022,0.6,0.003,41,25
2020-01-15-06,-5.9,1,290,62,2.4,1017.6,,,-5,0.013,0.022,0.6,0.003,42,28
2020-01-15-07,-6.2,1.3,270,59,2.3,1017.8,,,-5.2,0.017,0.018,0.6,0.004,48,29
2020-01-15-08,-6.3,2.2,270,59,2.3,1018.4,0,0,-5.3,0.004,0.033,0.6,0.003,49,30
2020-01-15-09,-5.7,2.3,320,55,2.2,1018.3,0.9,0.33,-4.4,0.003,0.044,0.8,0.004,52,30
2020-01-15-10,-3.9,1.3,290,42,1.9,1018.6,1,0.94,-2.9,0.008,0.033,0.7,0.005,49,29
2020-01-15-11,-2,2.2,270,31,1.6,1018.9,1,1.46,-1,0.019,0.023,0.7,0.006,56,30
2020-01-15-12,-1.3,2.8,320,31,1.7,1018.4,1,1.81,0,0.026,0.016,0.5,0.005,49,25
2020-01-15-13,0.2,2.1,340,26,1.6,1017.4,1,1.94,1.1,0.022,0.022,0.6,0.005,42,23
2020-01-15-14,0.7,3.1,320,28,1.8,1016.7,1,1.87,3,0.029,0.015,0.4,0.004,40,23
2020-01-15-15,1.7,2.2,270,31,2.1,1016.6,1,1.58,2.8,0.026,0.019,0.5,0.004,35,22
2020-01-15-16,2,3.1,230,27,1.9,1016.6,1,1.11,1.2,0.021,0.017,0.5,0.004,36,23
2020-01-15-17,0.8,2.3,270,30,1.9,1017,1,0.51,-0.2,0.019,0.02,0.5,0.004,36,22
2020-01-15-18,-0.3,2,320,35,2.1,1017.5,0.3,0.05,-0.5,0.017,0.024,0.5,0.004,37,24
2020-01-15-19,-1.1,2.1,270,41,2.3,1017.8,,,-1,0.016,0.026,0.5,0.004,43,26
2020-01-15-20,-1.6,1.8,290,46,2.5,1018.4,,,-1.6,0.01,0.031,0.6,0.004,40,25
2020-01-15-21,-1.8,1.7,290,49,2.6,1018.1,,,-2.1,0.007,0.034,0.6,0.004,42,29
2020-01-15-22,-2.5,0.8,50,51,2.6,1018.2,,,-2.8,0.009,0.032,0.6,0.004,42,28
2020-01-15-23,-3.1,1.6,20,42,2,1017.7,,,-3.3,0.01,0.028,0.5,0.003,44,26
2020-01-16-00,-2.9,1.5,360,39,1.9,1017.2,,,-3.8,0.017,0.02,0.5,0.003,38,24
2020-01-16-01,-3.9,1.5,50,46,2.1,1017.2,,,-4.2,0.008,0.027,0.6,0.003,35,22
2020-01-16-02,-4.4,0.5,20,48,2.1,1017.3,,,-4.6,0.006,0.03,0.6,0.003,35,22
2020-01-16-03,-4.4,0.9,340,52,2.3,1017.7,,,-4.9,0.006,0.03,0.6,0.003,37,24
2020-01-16-04,-5.1,1.4,290,52,2.2,1017.7,,,-5.1,0.003,0.03,0.6,0.003,36,24
2020-01-16-05,-4.9,2.2,270,51,2.2,1017.8,,,-4.2,0.005,0.028,0.6,0.003,30,23
2020-01-16-06,-4.9,1.7,270,53,2.3,1017.9,,,-4.4,0.008,0.026,0.6,0.003,33,23
2020-01-16-07,-5.2,0.7,290,54,2.3,1017.9,,,-4.3,0.014,0.02,0.5,0.003,47,29
2020-01-16-08,-5.4,1.1,290,56,2.3,1017.9,0,0,-4.6,0.002,0.034,0.7,0.003,49,29
2020-01-16-09,-4.8,0.9,320,50,2.1,1018,0.3,0.25,-3.1,0.003,0.034,0.7,0.004,55,31
2020-01-16-10,-3.1,1.2,320,43,2.1,1018.1,1,0.77,-1.9,0.006,0.036,0.9,0.005,59,32
2020-01-16-11,-1,1.2,250,35,2,1018,1,1.22,-0.8,0.006,0.039,1,0.005,67,39
2020-01-16-12,0.6,1.6,290,30,1.9,1017,1,1.74,0.1,,,,,,
2020-01-16-13,2.2,1.9,290,25,1.8,1015.9,1,1.89,2.2,,,,,,
2020-01-16-14,2.4,2.1,320,26,1.9,1014.9,1,1.83,4.5,0.008,0.03,0.8,0.005,60,36
2020-01-16-15,3,2.4,320,26,2,1014.7,1,1.42,3.1,0.016,0.028,0.7,0.004,51,32
2020-01-16-16,2.6,3.6,290,28,2.1,1014.8,1,1.1,1.8,0.024,0.018,0.5,0.004,52,30
2020-01-16-17,1.5,4,320,32,2.2,1014.7,1,0.5,-0.1,0.024,0.021,0.5,0.004,45,28
2020-01-16-18,0.6,2.2,320,34,2.2,1015,0,0.03,-0.3,0.02,0.022,0.5,0.004,50,30
2020-01-16-19,0.2,2.6,320,37,2.3,1015.5,,,-0.7,0.017,0.029,0.6,0.004,50,28
2020-01-16-20,-0.9,1.9,290,45,2.6,1015.4,,,-1.2,0.016,0.027,0.5,0.004,48,27
2020-01-16-21,-1.1,1.4,230,47,2.6,1015.3,,,-1.7,0.013,0.029,0.6,0.004,51,31
2020-01-16-22,-1.5,1.6,320,49,2.7,1015,,,-2.2,0.008,0.036,0.6,0.004,45,28
2020-01-16-23,-2.3,1.3,270,55,2.8,1014.9,,,-2.7,0.004,0.039,0.6,0.003,46,30
2020-01-17-00,-2.3,0.6,340,52,2.7,1014.6,,,-2.8,0.002,0.04,0.7,0.003,45,28
2020-01-17-01,-2.8,0.6,290,56,2.8,1014.5,,,-3.1,0.002,0.037,0.7,0.003,44,26
2020-01-17-02,-3.1,0.5,290,57,2.8,1014.5,,,-3.5,0.002,0.039,0.7,0.003,43,28
2020-01-17-03,-3.1,0.9,20,50,2.4,1014.6,,,-3.8,0.004,0.034,0.7,0.003,50,28
2020-01-17-04,-3.6,0.8,50,56,2.6,1014.3,,,-3.9,0.005,0.033,0.7,0.003,48,29
2020-01-17-05,-3.9,1.1,20,54,2.5,1013.9,,,-4.3,0.004,0.032,0.7,0.003,54,32
2020-01-17-06,-4.4,1.4,20,57,2.5,1013.7,,,-4.6,0.002,0.034,0.8,0.003,51,31
2020-01-17-07,-4.6,1.5,20,57,2.5,1013.7,,,-4.5,0.002,0.036,0.8,0.003,57,33
2020-01-17-08,-4.7,1.8,50,57,2.5,1013.8,0,0,-4.2,0.002,0.043,0.9,0.004,60,34
2020-01-17-09,-4,1,50,52,2.4,1013.8,0,0.22,-2.8,0.002,0.046,1.1,0.005,81,43
2020-01-17-10,-2.2,1.7,20,43,2.2,1014.1,0.9,0.71,-1.4,0.004,0.045,1.1,0.005,79,43
2020-01-17-11,0,1.1,360,34,2.1,1013.9,1,1.29,-0.4,0.006,0.047,1.1,0.005,77,44
2020-01-17-12,1.7,0.9,250,33,2.3,1013.3,1,1.43,0.4,0.009,0.034,0.9,0.005,72,42
2020-01-17-13,3.3,1.4,320,32,2.5,1012.2,1,1.73,2.9,0.011,0.045,0.9,0.005,66,34
2020-01-17-14,4.2,2,270,31,2.6,1011.5,1,1.66,4.9,0.007,0.05,1.1,0.005,73,44
2020-01-17-15,4.4,2.3,320,29,2.4,1011.2,1,1.46,4.4,0.006,0.053,1.1,0.005,93,56
2020-01-17-16,4.1,2.5,320,29,2.4,1011.2,1,0.97,2,0.01,0.04,0.8,0.004,87,50
2020-01-17-17,3,1.8,290,30,2.3,1011.1,0.7,0.33,0,0.009,0.041,0.8,0.004,76,46
2020-01-17-18,1.8,2.4,290,32,2.2,1011,0,0.05,-0.2,0.012,0.038,0.6,0.004,68,41
2020-01-17-19,1.1,3.3,290,37,2.4,1011.3,,,-0.5,0.016,0.031,0.6,0.004,58,34
2020-01-17-20,0.6,3.1,290,42,2.7,1011.4,,,-0.9,0.021,0.025,0.7,0.004,60,34
2020-01-17-21,-0.2,1.3,290,46,2.8,1011.4,,,-1.2,0.015,0.031,0.7,0.004,69,37
2020-01-17-22,-0.3,1.7,320,46,2.8,1011.4,,,-1.3,0.01,0.036,0.7,0.004,64,37
2020-01-17-23,-0.4,0.6,20,44,2.6,1011.5,,,-1.5,0.002,0.043,0.9,0.003,62,35
2020-01-18-00,-0.8,0.8,320,52,3,1011.6,,,-2.1,0.003,0.043,0.9,0.004,62,37
2020-01-18-01,-1.3,1.7,270,54,3,1011.5,,,-2.3,0.002,0.043,0.9,0.003,58,35
2020-01-18-02,-1.7,1.4,270,63,3.4,1011.5,,,-2.7,0.002,0.045,0.9,0.003,56,35
2020-01-18-03,-2.1,1.9,320,62,3.2,1011.4,,,-2.9,0.003,0.042,0.9,0.003,66,39
2020-01-18-04,-2.5,1.6,290,62,3.2,1010.9,,,-3.3,0.018,0.022,0.7,0.004,72,42
2020-01-18-05,-2.9,1.3,50,61,3,1010.7,,,-3.8,0.01,0.026,0.7,0.004,75,41
2020-01-18-06,-3.2,1.9,20,62,3,1010.9,,,-3.9,0.003,0.036,0.8,0.003,68,42
2020-01-18-07,-3.4,1.2,20,59,2.8,1011.2,,,-4.3,0.002,0.031,0.8,0.003,70,41
2020-01-18-08,-4,1,290,68,3.1,1011.5,0,0,-4.5,0.002,0.036,0.9,0.003,76,41
2020-01-18-09,-3.6,1.3,270,63,3,1011.7,0.8,0.29,-3.4,0.003,0.037,1,0.004,84,43
2020-01-18-10,-1.1,1.5,270,54,3,1012.1,1,0.87,-1.8,0.004,0.046,1.2,0.005,90,47
2020-01-18-11,0.9,1.3,270,45,2.9,1011.9,1,1.39,-0.4,0.006,0.047,1.2,0.006,112,60
2020-01-18-12,2.3,1.5,290,39,2.8,1011.6,1,1.75,0.9,0.011,0.038,1,0.006,102,59
2020-01-18-13,4.1,2.3,270,34,2.8,1010.5,1,1.9,4,0.019,0.029,0.8,0.006,103,57
2020-01-18-14,5,2,270,31,2.7,1010,1,1.86,6.2,0.015,0.034,0.9,0.007,95,51
2020-01-18-15,5.7,2.1,270,26,2.4,1009.7,1,1.57,5.3,0.019,0.034,0.8,0.006,101,51
2020-01-18-16,5.6,3.2,270,19,1.7,1009.6,1,1.15,3,0.026,0.027,0.6,0.005,81,47
2020-01-18-17,4.3,3.2,290,23,1.9,1010.1,1,0.55,-0.1,0.027,0.022,0.5,0.003,55,26
2020-01-18-18,2.9,3.1,270,33,2.5,1010.7,0.3,0.05,-0.3,0.018,0.03,0.6,0.004,42,24
2020-01-18-19,1.6,2.4,270,41,2.8,1010.5,,,-0.7,0.012,0.035,0.6,0.004,53,28
2020-01-18-20,1,2.7,290,35,2.3,1010.5,,,-1.1,0.009,0.038,0.5,0.004,46,27
2020-01-18-21,0.3,1,270,41,2.6,1010.7,,,-1.6,0.008,0.04,0.5,0.003,38,20
2020-01-18-22,-0.3,0.9,270,50,3,1010.7,,,-2,0.004,0.05,0.6,0.003,34,22
2020-01-18-23,-0.3,0,0,54,3.2,1010.2,,,-2.1,0.001,0.045,0.7,0.003,41,24
2020-01-19-00,-0.3,0.1,0,59,3.5,1010.1,,,-1.9,0.001,0.045,0.7,0.003,37,24
2020-01-19-01,-0.2,0.2,0,60,3.6,1009.4,,,-1.7,0.001,0.045,0.8,0.003,41,24
2020-01-19-02,0,1.1,270,63,3.8,1009.2,,,-1.6,0.002,0.047,0.8,0.003,40,26
2020-01-19-03,0.3,1.8,270,63,3.9,1009.5,,,-1.3,0.001,0.048,0.9,0.003,41,26
2020-01-19-04,0.6,1.9,270,63,4,1009.1,,,-1.2,0.004,0.043,0.8,0.003,43,27
2020-01-19-05,0.4,0.9,270,63,4,1008.4,,,-1.4,0.007,0.038,0.7,0.003,47,28
2020-01-19-06,0,0.1,0,66,4,1007.7,,,-2,0.003,0.038,0.7,0.003,44,30
2020-01-19-07,0.1,1.2,20,65,4,1007.8,,,-1,0.002,0.042,0.7,0.003,44,32
2020-01-19-08,0.4,1.2,20,65,4.1,1008.1,0,0,-0.8,0.001,0.046,0.8,0.003,41,27
2020-01-19-09,0.9,0.7,20,63,4.1,1008,0,0.07,-0.4,0.002,0.046,0.9,0.004,42,28
2020-01-19-10,1,0.7,200,91,6,1007.9,0,0.12,-0.2,0.002,0.051,1,0.004,52,36
2020-01-19-11,2.7,1.4,200,74,5.5,1007.8,0.5,0.8,-0.1,0.008,0.044,1,0.004,61,46
2020-01-19-12,4,3.3,230,66,5.4,1007.1,0.7,0.96,0.9,0.011,0.039,0.9,0.005,79,57
2020-01-19-13,3.1,3.7,290,79,6.1,1006.7,0,0.37,1.2,0.029,0.024,0.9,0.005,116,81
2020-01-19-14,4.7,3.6,270,63,5.4,1006.3,0.9,1.37,4,0.034,0.014,0.8,0.004,118,84
2020-01-19-15,4.9,6,320,51,4.4,1006.1,0.9,1.02,4.1,0.036,0.014,0.7,0.005,98,65
2020-01-19-16,4.8,5.6,320,44,3.8,1006.7,1,0.94,2.9,0.039,0.013,0.6,0.004,86,57
2020-01-19-17,4.2,3.1,290,49,4.1,1007.1,0.8,0.38,0.4,0.038,0.015,0.6,0.004,76,46
2020-01-19-18,3.4,2.3,270,59,4.6,1007.4,0,0.05,-0.1,0.031,0.019,0.7,0.004,77,49
2020-01-19-19,2.8,2.7,270,62,4.6,1008.1,,,-0.1,0.025,0.027,0.8,0.004,90,56
2020-01-19-20,2.3,3.1,270,60,4.3,1008.5,,,-0.2,0.024,0.024,0.8,0.004,92,57
2020-01-19-21,1.8,2.5,270,62,4.3,1008.7,,,-0.4,0.021,0.025,0.9,0.004,85,54
2020-01-19-22,1.2,1.6,290,63,4.2,1008.7,,,-0.6,0.021,0.023,0.9,0.003,82,54
2020-01-19-23,0.5,1.7,290,70,4.4,1009.3,,,-0.9,0.017,0.025,0.9,0.003,97,62
2020-01-20-00,-0.1,1.4,290,72,4.4,1009.6,,,-1.3,0.022,0.019,0.9,0.003,102,62
2020-01-20-01,-0.3,0.9,340,70,4.2,1009.7,,,-1.5,0.016,0.025,1,0.003,110,64
2020-01-20-02,-1,0.3,0,69,3.9,1009.6,,,-1.7,0.009,0.027,1.1,0.003,99,62
2020-01-20-03,-0.5,0.2,0,59,3.5,1009.6,,,-0.8,0.015,0.022,0.8,0.003,96,56
2020-01-20-04,0,1.3,270,58,3.6,1009.6,,,-0.7,0.017,0.023,0.7,0.003,73,42
2020-01-20-05,-0.1,0.4,0,59,3.6,1009.7,,,-1.2,0.023,0.018,0.5,0.003,60,32
2020-01-20-06,-0.5,1.9,270,59,3.5,1009.7,,,-2,0.013,0.025,0.6,0.003,60,35
2020-01-20-07,-0.5,2.5,270,58,3.4,1010.3,,,-2.3,0.004,0.036,0.6,0.003,61,34
2020-01-20-08,-0.5,1.5,320,61,3.6,1010.7,0,0,-2.3,0.008,0.034,0.5,0.003,58,31
2020-01-20-09,-0.3,2.4,320,59,3.5,1011.4,0.8,0.28,-1.8,0.012,0.031,0.6,0.003,56,29
2020-01-20-10,0.7,2,320,50,3.2,1012.1,1,0.91,-0.9,0.025,0.016,0.5,0.004,59,28
2020-01-20-11,2.1,3,270,39,2.8,1012.1,1,1.45,-0.2,0.024,0.02,0.6,0.005,60,33
2020-01-20-12,3.6,3.7,250,29,2.3,1011.9,1,1.82,0.6,0.022,0.024,0.5,0.004,50,30
2020-01-20-13,5,3.3,250,25,2.2,1010.6,1,1.92,3.5,0.028,0.019,0.5,0.004,42,20
2020-01-20-14,5.3,5.1,290,36,3.2,1010.1,1,1.71,4.7,0.028,0.022,0.6,0.004,57,21
2020-01-20-15,4.8,4.9,230,44,3.8,1010.3,0.7,0.88,3.4,0.028,0.02,0.6,0.004,80,32
2020-01-20-16,4.8,4.8,250,51,4.4,1010.4,0.8,0.67,3.5,0.024,0.026,0.7,0.004,80,33
2020-01-20-17,4.3,4.4,270,39,3.2,1010.9,1,0.53,0.7,0.022,0.025,0.7,0.004,80,33
2020-01-20-18,2.9,4.5,270,41,3.1,1011.6,0.4,0.07,0,0.023,0.022,0.5,0.004,73,27
2020-01-20-19,1.1,4.6,320,40,2.6,1012.9,,,-0.3,0.025,0.019,0.5,0.003,45,21
2020-01-20-20,-0.4,5.5,340,41,2.4,1014.2,,,-0.6,0.033,0.012,0.5,0.003,48,28
2020-01-20-21,-1.6,2.3,320,41,2.2,1015.3,,,-1.2,0.033,0.01,0.4,0.003,45,28
