일자,기온,풍속(m/s),풍향(16방위),습도(%),증기압(hPa),현지기압(hPa),일조(hr),일사(MJ/m2),지면온도(°C),오 존,이산화질소,일산화탄소,아황산가스,PM10,PM2.5
2023-01-01-09,-1.7,2.1,290,75,4.1,1020.6,0.9,0.28,-3.6,0.029,0.019,0.5,0.004,39,23
2023-01-01-10,-0.4,2.4,270,66,3.9,1020.8,1,0.83,-1.3,0.027,0.019,0.6,0.004,38,23
2023-01-01-11,0.4,3.6,290,58,3.6,1020.8,1,1.38,0.5,0.02,0.028,0.6,0.004,37,23
2023-01-01-12,2,1.7,290,54,3.8,1020.3,1,1.73,3.1,0.015,0.032,0.7,0.003,36,25
2023-01-01-13,3,2.5,270,45,3.4,1019.7,1,1.87,5.1,0.016,0.028,0.6,0.003,36,22
2023-01-01-14,3.8,2.9,250,38,3,1019.4,1,1.77,5.5,0.019,0.027,0.6,0.004,31,20
2023-01-01-15,3.1,3.1,270,37,2.8,1019,1,1.51,2.2,0.022,0.025,0.6,0.004,28,16
2023-01-01-16,2.6,4.4,290,33,2.4,1019.3,1,0.97,-0.2,0.015,0.031,0.6,0.004,31,20
2023-01-01-17,1.7,3.1,270,29,2,1019.2,1,0.44,-0.3,0.012,0.035,0.6,0.003,32,20
2023-01-01-18,0.1,2.9,270,35,2.2,1019,0.1,0.03,-0.6,0.003,0.048,0.7,0.004,36,23
2023-01-01-19,-0.8,2.9,270,40,2.3,1019.8,,,-0.9,0.002,0.056,0.9,0.004,33,21
2023-01-01-20,-1.7,3.5,270,44,2.4,1020.3,,,-1.5,0.002,0.055,0.9,0.004,37,22
2023-01-01-21,-2.2,3.2,270,45,2.3,1021.2,,,-2.4,0.004,0.055,1,0.004,44,23
2023-01-01-22,-2.7,3.8,320,45,2.3,1021.6,,,-3.2,0.004,0.057,1,0.005,50,27
2023-01-01-23,-3.4,2.6,290,46,2.2,1022.1,,,-4.1,0.005,0.06,0.9,0.005,44,27
2023-01-02-00,-4.3,2.2,290,49,2.2,1022,,,-4.8,0.005,0.054,0.9,0.005,44,28
2023-01-02-01,-5,2.6,270,49,2.1,1021.9,,,-5.6,0.006,0.053,0.9,0.005,46,30
2023-01-02-02,-5.6,2.3,270,51,2.1,1022,,,-6.1,0.005,0.055,0.9,0.005,49,30
2023-01-02-03,-6.2,2.2,270,53,2,1022.1,,,-6.6,0.004,0.056,1,0.005,51,34
2023-01-02-04,-6.6,1.2,270,52,1.9,1022.1,,,-7.1,0.003,0.059,1,0.005,55,38
2023-01-02-05,-6.7,1.9,340,52,1.9,1021.9,,,-7.5,0.002,0.059,1.2,0.004,57,41
2023-01-02-06,-6.4,2.7,320,51,1.9,1021.7,,,-7.6,0.002,0.061,1.2,0.004,58,40
2023-01-02-07,-6.6,2.9,290,52,1.9,1021.8,,,-7.5,0.002,0.064,1.3,0.004,60,45
2023-01-02-08,-7.3,1.7,270,53,1.9,1022,0,0,-7.6,0.002,0.066,1.4,0.004,66,48
2023-01-02-09,-6.6,3,290,53,2,1022.3,1,0.33,-6.9,0.002,0.063,1.4,0.004,69,49
2023-01-02-10,-5.1,2.6,250,47,2,1022.7,1,0.91,-3.6,0.002,0.062,1.4,0.004,61,45
2023-01-02-11,-4.1,3.7,290,44,2,1022.4,1,1.5,0,0.002,0.065,1.6,0.004,61,44
2023-01-02-12,-2.6,3.2,270,37,1.9,1021.2,1,1.86,1.1,(ppm),(ppm),(ppm),(ppm),(㎍/㎥),(㎍/㎥)
2023-01-02-13,-2.2,3.5,290,35,1.8,1021,1,1.99,2.4,0.002,0.068,1.7,0.005,66,50
2023-01-02-14,-1.4,2.8,250,34,1.9,1019.9,1,1.89,3.8,0.002,0.064,1.7,0.005,65,48
2023-01-02-15,-0.7,3,270,34,2,1019.4,1,1.6,1.5,0.002,0.051,1.2,0.004,65,45
2023-01-02-16,-0.9,3,290,34,1.9,1019.5,1,1.09,-0.2,0.012,0.031,0.8,0.004,71,47
2023-01-02-17,-1.7,1.7,290,37,2,1019.6,1,0.43,-0.6,0.019,0.02,0.7,0.004,76,52
2023-01-02-18,-2.7,2.8,270,39,2,1019.9,0.1,0.03,-1.7,0.019,0.02,0.7,0.004,62,39
2023-01-02-19,-3.4,2.6,270,44,2.1,1020.3,,,-2.8,0.016,0.023,0.8,0.004,62,42
2023-01-02-20,-3.7,2.9,270,46,2.1,1020.7,,,-3.9,0.011,0.029,0.8,0.004,67,45
2023-01-02-21,-4.4,1.7,290,48,2.1,1020.9,,,-5,0.013,0.027,0.9,0.004,72,48
2023-01-02-22,-5.1,2.5,270,46,1.9,1020.9,,,-5.8,0.021,0.021,0.8,0.005,67,41
2023-01-02-23,-5.8,1.6,270,49,1.9,1020.8,,,-6.4,0.027,0.016,0.8,0.006,70,41
2023-01-03-00,-6.5,2.5,250,52,2,1020.8,,,-7,0.027,0.02,0.8,0.006,66,41
2023-01-03-01,-7.3,2.3,270,55,1.9,1020.4,,,-7.4,0.028,0.022,0.8,0.006,69,42
2023-01-03-02,-7.6,1.2,320,59,2,1020.2,,,-7.9,0.033,0.019,0.7,0.005,64,38
2023-01-03-03,-8.1,1.1,250,60,2,1020.7,,,-8.2,0.037,0.013,0.6,0.005,51,28
2023-01-03-04,-8.2,2.1,230,59,1.9,1020.5,,,-8.3,0.035,0.015,0.5,0.004,43,23
2023-01-03-05,-8.4,1.6,290,61,2,1020.1,,,-8.4,0.032,0.015,0.5,0.004,35,20
2023-01-03-06,-8.9,1,290,65,2,1020,,,-8.7,0.031,0.02,0.5,0.004,26,14
2023-01-03-07,-8.9,0.8,270,67,2.1,1020.3,,,-9,0.029,0.017,0.5,0.004,29,16
2023-01-03-08,-8.8,1.5,20,66,2.1,1020.4,0,0,-8.8,0.026,0.022,0.5,0.004,30,15
2023-01-03-09,-8.3,1.9,50,65,2.1,1020.6,1,0.32,-7.7,0.028,0.018,0.5,0.004,28,16
2023-01-03-10,-5.8,1,360,59,2.3,1020.8,1,0.89,-3.9,0.03,0.012,0.4,0.004,23,12
2023-01-03-11,-3.4,2.6,290,41,2,1020.5,1,1.49,0.1,0.029,0.01,0.4,0.003,17,10
2023-01-03-12,-2.3,3,290,36,1.9,1019.8,1,1.87,2,0.026,0.012,0.4,0.003,17,7
2023-01-03-13,-1.3,3.3,290,34,1.9,1019,1,2,3.9,0.024,0.012,0.4,0.004,15,10
2023-01-03-14,-0.2,2.5,270,30,1.8,1018.4,1,1.94,5.1,0.024,0.013,0.4,0.004,18,8
2023-01-03-15,-0.5,3.6,290,27,1.6,1017.8,1,1.62,2,0.024,0.011,0.4,0.003,17,13
2023-01-03-16,0.3,2.3,270,30,1.9,1018.1,1,1.13,-0.2,0.023,0.012,0.4,0.004,18,9
2023-01-03-17,-1.3,2.5,290,36,2,1018.2,1,0.48,-0.6,0.023,0.011,0.4,0.004,21,9
2023-01-03-18,-2.4,1.9,270,39,2,1018.5,0.1,0.03,-1.8,0.022,0.013,0.5,0.004,18,8
2023-01-03-19,-3.1,2.1,270,43,2.1,1018.8,,,-3.1,0.021,0.013,0.5,0.004,21,10
2023-01-03-20,-3.8,1.8,250,50,2.3,1019,,,-4.3,0.014,0.022,0.5,0.004,19,9
2023-01-03-21,-4.3,1,250,50,2.2,1019.2,,,-5.4,0.012,0.025,0.5,0.004,23,8
2023-01-03-22,-4.8,0.8,270,52,2.2,1019.2,,,-6.1,0.019,0.017,0.5,0.005,22,7
2023-01-03-23,-5.2,0.8,250,50,2.1,1019.2,,,-6.7,0.018,0.02,0.5,0.005,28,14
2023-01-04-00,-5.2,0.8,270,50,2.1,1019.5,,,-6.9,0.018,0.022,0.6,0.005,32,12
2023-01-04-01,-5.2,0.5,340,50,2.1,1019.2,,,-7,0.022,0.017,0.5,0.005,30,9
2023-01-04-02,-5.6,1.4,20,52,2.1,1019,,,-7.1,0.023,0.018,0.5,0.004,29,11
2023-01-04-03,-5.7,2,50,54,2.2,1019,,,-7,0.022,0.018,0.5,0.004,33,11
2023-01-04-04,-5.1,2.1,20,59,2.5,1019,,,-5,0.023,0.021,0.5,0.004,32,10
2023-01-04-05,-4.6,2.1,50,59,2.6,1018.9,,,-4.2,0.023,0.02,0.5,0.004,30,12
2023-01-04-06,-4.2,1.5,340,58,2.6,1019.1,,,-4,0.022,0.019,0.4,0.004,28,11
2023-01-04-07,-4,1.3,20,57,2.6,1019.5,,,-4.3,0.021,0.022,0.5,0.004,23,11
2023-01-04-08,-4.4,1.8,360,58,2.6,1019.9,0,0,-5.7,0.02,0.022,0.5,0.004,28,10
2023-01-04-09,-4.6,1.9,50,62,2.7,1020,0.6,0.24,-5.3,0.019,0.022,0.5,0.004,31,11
2023-01-04-10,-2.6,2.4,50,58,2.9,1020.3,1,0.83,-2.2,0.024,0.015,0.5,0.004,25,10
2023-01-04-11,0.7,0.9,180,45,2.9,1020.4,1,1.38,0.8,0.022,0.017,0.5,0.004,22,13
2023-01-04-12,1.5,3,270,41,2.8,1020,1,1.75,4,0.021,0.018,0.5,0.003,25,11
2023-01-04-13,1.9,3.5,320,41,2.9,1019.5,1,1.91,5.8,0.017,0.022,0.6,0.003,27,11
2023-01-04-14,2,3.8,320,40,2.8,1019,1,1.82,5.9,0.018,0.019,0.5,0.003,25,12
2023-01-04-15,2.9,2.6,320,37,2.8,1018.7,1,1.54,3.6,0.015,0.021,0.5,0.003,25,13
2023-01-04-16,2.7,2.6,290,35,2.6,1018.7,1,0.94,0,0.011,0.027,0.6,0.003,24,12
2023-01-04-17,1.9,2.6,270,40,2.8,1018.8,1,0.45,-0.3,0.01,0.03,0.6,0.003,28,9
2023-01-04-18,0.6,2.1,250,46,2.9,1019.1,0.1,0.03,-0.6,0.015,0.022,0.5,0.003,24,12
2023-01-04-19,-0.3,1.7,270,50,3,1019.5,,,-1.2,0.004,0.036,0.6,0.003,26,14
2023-01-04-20,-0.9,1,290,56,3.2,1019.7,,,-2.1,0.001,0.042,0.7,0.003,26,12
2023-01-04-21,-2.1,1,270,52,2.7,1019.8,,,-3.1,0.003,0.049,0.9,0.003,27,13
2023-01-04-22,-2.7,1.5,250,54,2.7,1019.8,,,-4,0.004,0.054,1.1,0.005,41,15
2023-01-04-23,-2.8,1,290,56,2.8,1020.1,,,-4.7,0.0053,0.0541,1.09,0.0052,53,27
2023-01-05-00,-3.2,0.8,270,61,3,1020.3,,,-5.3,0.0201,0.0229,0.51,0.0044,46,20
2023-01-05-01,-3.4,1.1,250,61,2.9,1020.2,,,-5.7,0.0203,0.0246,0.5,0.0046,27,12
2023-01-05-02,-3.7,0.7,50,65,3,1020.3,,,-6,0.0208,0.0242,0.52,0.0045,30,12
2023-01-05-03,-3.7,1.5,360,65,3,1020.7,,,-6.2,0.0258,0.0202,0.49,0.0042,27,10
2023-01-05-04,-4.3,1.1,50,66,2.9,1020.5,,,-6.4,0.0273,0.0159,0.45,0.0036,24,9
2023-01-05-05,-4.7,2.3,20,67,2.9,1020.4,,,-6.7,0.025,0.0208,0.47,0.0036,27,12
2023-01-05-06,-5,2.3,20,69,2.9,1020.6,,,-6.9,0.0221,0.023,0.55,0.0041,30,16
2023-01-05-07,-5.3,2.5,20,71,2.9,1020.5,,,-7,0.021,0.0246,0.52,0.004,28,13
2023-01-05-08,-5.6,2.2,20,73,3,1020.6,0,0,-7,0.0144,0.0324,0.55,0.0035,29,14
2023-01-05-09,-4.9,2.2,50,73,3.1,1020.9,0.9,0.25,-5,0.014,0.0333,0.55,0.0037,32,17
2023-01-05-10,-3.1,2.4,50,68,3.3,1021.1,0.5,0.55,-1.7,0.0103,0.0365,0.56,0.0036,31,15
2023-01-05-11,-1.2,2.3,70,63,3.5,1021,0.1,0.7,-0.1,0.0064,0.04,0.64,0.0034,31,14
2023-01-05-12,0.2,2.2,340,55,3.4,1020,0.3,1.06,0.5,0.004,0.0412,0.67,0.0027,28,15
2023-01-05-13,1,0.7,180,53,3.5,1019.3,0,0.6,0.4,0.0025,0.0431,0.68,0.0035,28,15
2023-01-05-14,1.5,2.4,270,47,3.2,1018.9,0,0.57,0.6,0.0016,0.046,0.82,0.0028,27,15
2023-01-05-15,3.1,2.3,180,43,3.3,1018.5,0.9,1.06,1.7,0.0016,0.0476,0.76,0.0033,27,16
2023-01-05-16,3.2,3.1,200,41,3.1,1018.9,1,0.87,-0.1,0.0015,0.0494,0.83,0.003,24,14
2023-01-05-17,2.1,2.1,250,40,2.8,1019.1,1,0.41,-0.3,0.0017,0.0546,0.9,0.0033,25,15
2023-01-05-18,0.9,2.4,270,43,2.8,1019.4,0,0.02,-0.9,0.0016,0.0544,0.88,0.004,30,16
2023-01-05-19,-0.1,1.7,340,46,2.8,1019.5,,,-1.9,0.0012,0.0532,0.89,0.004,33,19
2023-01-05-20,-0.8,1.4,270,52,3,1019,,,-3,0.0013,0.0533,0.92,0.0038,30,18
2023-01-05-21,-1.1,1,290,55,3.1,1018.2,,,-3.9,0.0019,0.0576,1.08,0.0039,34,17
2023-01-05-22,-1.4,1.3,270,56,3.1,1018.5,,,-4.4,0.0031,0.0538,1.15,0.0052,39,18
2023-01-05-23,-1.7,0.3,0,59,3.2,1018.5,,,-4.9,0.0047,0.0622,1.21,0.0057,47,23
2023-01-06-00,-2.1,1.3,340,62,3.2,1018.6,,,-5.2,0.0108,0.0507,0.89,0.0056,55,26
2023-01-06-01,-2.4,1,20,66,3.4,1018.5,,,-5.4,0.0209,0.0283,0.57,0.0051,38,18
2023-01-06-02,-2.6,1.8,20,66,3.3,1018.2,,,-5.4,0.0255,0.0235,0.57,0.005,34,18
2023-01-06-03,-3.2,2.1,20,70,3.4,1018.1,,,-5.7,0.0284,0.022,0.51,0.0048,32,17
2023-01-06-04,-3.5,2.1,50,74,3.5,1017.5,,,-5.6,0.0301,0.0237,0.49,0.0046,34,18
2023-01-06-05,-3.6,1.8,20,71,3.3,1017,,,-5.8,0.0277,0.0235,0.52,0.0042,36,21
2023-01-06-06,-4,1.9,20,72,3.3,1016.4,,,-6.1,0.0237,0.0271,0.51,0.0043,38,21
2023-01-06-07,-4.2,1.6,70,77,3.5,1015.7,,,-6.2,0.0121,0.0408,0.61,0.0042,37,24
2023-01-06-08,-4.5,2.1,50,75,3.3,1015.5,0,0,-6.3,0.0074,0.0467,0.63,0.0042,35,21
2023-01-06-09,-3.6,2.2,50,73,3.4,1015.3,0.8,0.25,-4.8,0.0073,0.0441,0.62,0.0038,34,20
2023-01-06-10,-1.3,2.8,50,65,3.6,1014.7,1,0.7,-1.7,0.0104,0.0403,0.62,0.0036,33,18
2023-01-06-11,0.9,1.8,70,59,3.8,1014.4,1,1.28,1,0.0054,0.0457,0.71,0.0038,33,20
2023-01-06-12,3.1,1.6,70,54,4.1,1013.6,1,1.66,4.3,0.0041,0.045,0.75,0.0031,33,20
2023-01-06-13,3.7,2.2,360,51,4.1,1012.1,1,1.57,4.7,0.0061,0.044,0.74,0.0034,36,21
2023-01-06-14,5.2,1.8,160,50,4.4,1010.6,1,1.39,6.1,0.006,0.0432,0.73,0.0032,35,21
2023-01-06-15,5.3,2.9,110,59,5.3,1009.3,0.6,1.05,3.8,0.0016,0.0531,0.86,0.0031,37,21
2023-01-06-16,5.2,1.8,90,58,5.1,1008.6,0.7,0.67,1.4,0.0015,0.0534,0.94,0.0029,33,20
2023-01-06-17,4.5,1.4,110,63,5.3,1008,0,0.2,0.5,0.0013,0.0532,0.94,0.003,34,20
2023-01-06-18,4.3,2,90,64,5.3,1007.3,0,0.01,0.3,0.0014,0.0523,0.91,0.0035,31,20
2023-01-06-19,3.8,3.3,50,65,5.2,1006.5,,,0,0.0016,0.053,0.98,0.0034,30,21
2023-01-06-20,3,3.8,50,65,4.9,1006,,,0,0.0015,0.0554,1.03,0.0037,33,22
2023-01-06-21,1.6,2.5,70,88,6.1,1005.3,,,-0.1,0.002,0.0603,1.2,0.0037,37,25
2023-01-06-22,1.3,3.2,70,93,6.2,1004.2,,,-0.1,0.0024,0.0644,1.41,0.0055,50,31
2023-01-06-23,0.9,1.7,70,95,6.2,1003.8,,,-0.1,0.0028,0.0681,1.39,0.0051,57,36
2023-01-07-00,1,1.3,20,95,6.2,1003.6,,,-0.1,0.0047,0.0635,1.1,0.005,56,32
2023-01-07-01,1.2,1.7,70,94,6.2,1003,,,-0.1,0.0046,0.0637,1.16,0.0054,60,38
2023-01-07-02,1.2,0.7,360,95,6.3,1003.2,,,-0.1,0.0057,0.0644,1.13,0.0053,58,37
2023-01-07-03,1.6,1,290,94,6.4,1003.6,,,-0.1,0.0058,0.0623,0.96,0.0054,59,31
2023-01-07-04,2.2,2,270,96,6.9,1003.7,,,-0.1,0.007,0.0599,0.93,0.005,56,30
2023-01-07-05,2,2.9,270,98,6.9,1004.1,,,-0.1,0.0088,0.0531,0.8,0.0052,58,32
2023-01-07-06,1.8,3.1,250,97,6.7,1004.8,,,-0.1,0.0112,0.0465,0.76,0.0049,53,32
2023-01-07-07,1.8,2.8,290,97,6.7,1005.9,,,-0.1,0.0034,0.0572,0.8,0.0046,53,32
2023-01-07-08,1.6,3.5,270,92,6.3,1006.9,0,0,-0.1,0.0021,0.0589,0.96,0.0045,53,32
2023-01-07-09,1.6,2.4,270,90,6.2,1007.6,0,0.03,-0.1,0.0031,0.0526,0.83,0.004,51,33
2023-01-07-10,1.7,2.9,250,88,6.1,1008.1,0,0.18,-0.1,0.0018,0.0542,0.91,0.0038,48,31
2023-01-07-11,2,3.7,290,84,5.9,1009,0,0.4,0,0.0017,0.0522,0.93,0.0039,45,29
2023-01-07-12,2.4,3.2,270,75,5.5,1009,0,0.52,0.2,0.0011,0.0573,0.96,0.0038,43,29
2023-01-07-13,3.1,2.9,250,71,5.4,1008.4,0.3,1.02,3.4,0.0014,0.0593,1.09,0.0037,44,30
2023-01-07-14,3.4,3.7,290,68,5.3,1008.7,0.4,1.16,2.6,0.0017,0.0629,1.16,0.0036,43,29
2023-01-07-15,3.7,3.1,290,66,5.3,1009,0.2,0.63,2.8,0.0018,0.0641,1.35,0.004,49,32
2023-01-07-16,3.7,2.3,270,66,5.3,1009.4,0.1,0.51,2.2,0.0013,0.0631,1.32,0.0041,48,34
2023-01-07-17,2.9,2.5,270,68,5.1,1009.9,0,0.31,-0.6,0.0017,0.0604,1.23,0.0041,46,31
2023-01-07-18,2,1.5,320,71,5,1010.7,0,0.02,-0.1,0.0015,0.0597,1.2,0.0038,46,30
2023-01-07-19,1.1,1.1,270,74,4.9,1011.1,,,-0.3,0.0018,0.0685,1.41,0.005,46,33
2023-01-07-20,0.5,1.4,270,78,5,1011.6,,,-0.4,0.0016,0.0687,1.16,0.0045,48,32
2023-01-07-21,0.2,1.9,320,82,5.1,1012.3,,,-0.5,0.0023,0.0583,1.16,0.0047,52,35
2023-01-07-22,0.1,2.4,320,68,4.2,1012.6,,,-0.7,0.0031,0.0663,1.19,0.0053,60,35
2023-01-07-23,-0.9,1,160,68,3.9,1012.4,,,-0.9,0.005,0.0631,1.14,0.0054,68,40
2023-01-08-00,-1.4,0.8,320,72,4,1012.5,,,-1,0.0074,0.0562,1.05,0.0061,68,45
2023-01-08-01,-1.8,0.7,290,74,4,1012.7,,,-1.3,0.0097,0.0542,0.89,0.0058,77,52
2023-01-08-02,-2,1.7,270,74,3.9,1013.6,,,-1.6,0.0112,0.0538,0.88,0.0059,77,52
2023-01-08-03,-2.4,0.7,290,77,4,1014.1,,,-2.1,0.0199,0.0412,0.87,0.0064,84,56
2023-01-08-04,-2.8,1.5,360,76,3.8,1013.7,,,-2.5,0.0197,0.041,0.88,0.0062,88,62
2023-01-08-05,-3.1,1.7,20,80,3.9,1013.4,,,-2.9,0.0177,0.0585,0.94,0.0052,95,66
2023-01-08-06,-3.2,1.7,20,86,4.2,1014.1,,,-3.2,0.0144,0.0553,1,0.0048,105,74
2023-01-08-07,-3.2,0.2,0,89,4.3,1014.9,,,-3.4,0.0059,0.0634,1.01,0.0051,110,79
2023-01-08-08,-3.7,2.1,50,90,4.2,1015.1,0,0,-3.5,0.0048,0.0638,0.95,0.0046,99,71
2023-01-08-09,-3.3,2.3,50,90,4.3,1015.4,0.5,0.25,-2.6,0.0055,0.0594,0.96,0.004,101,72
2023-01-08-10,-1,2.2,50,84,4.8,1015.5,1,0.77,-0.5,0.0037,0.0566,0.98,0.0038,108,76
2023-01-08-11,1,2,70,76,5,1015.1,1,1.32,0.5,0.0041,0.0577,1,0.0036,119,78
2023-01-08-12,2.8,1.1,70,67,5,1014.6,1,1.64,1.9,0.0023,0.0572,1.04,0.0038,110,74
2023-01-08-13,4.2,1.8,50,54,4.4,1013.9,1,1.71,3.6,0.0034,0.0535,0.95,0.0039,106,64
2023-01-08-14,4.9,1.1,70,52,4.5,1013.3,1,1.62,5,0.0042,0.0469,0.9,0.0037,94,66
2023-01-08-15,5.9,0.9,230,47,4.4,1012.8,1,1.25,3.9,0.003,0.0464,0.9,0.0036,97,63
2023-01-08-16,5.7,1.1,230,49,4.5,1012.7,0.6,0.65,1.6,0.0045,0.0413,0.92,0.0035,94,61
2023-01-08-17,4.9,0.9,110,54,4.7,1012.9,0,0.14,0.4,0.02,0.0252,0.85,0.0038,117,64
2023-01-08-18,4,2.5,50,59,4.8,1013.2,0,0.02,-0.1,0.0186,0.0233,0.88,0.0033,133,79
2023-01-08-19,3.5,2.6,50,62,4.9,1013.4,,,-0.2,0.0204,0.0218,0.88,0.0036,140,86
2023-01-08-20,3.1,2.9,50,64,4.9,1013.5,,,-0.1,0.0249,0.0181,0.87,0.0034,111,76
2023-01-08-21,3.1,2,50,64,4.9,1013.7,,,0,0.0261,0.0175,0.89,0.0033,84,61
2023-01-08-22,3.1,2.4,50,64,4.9,1013.6,,,0.1,0.0221,0.0231,0.97,0.0037,79,59
2023-01-08-23,3.2,1.5,50,63,4.9,1013.4,,,0.2,0.0192,0.0271,1.08,0.0035,97,71
2023-01-09-00,3.2,2.4,50,64,4.9,1013.1,,,0.2,0.0228,0.0225,1.05,0.0037,118,78
2023-01-09-01,3.2,1.7,50,65,5,1012.6,,,0.3,0.0272,0.0208,1.07,0.0049,150,85
2023-01-09-02,3.3,2,20,65,5,1012.3,,,0.3,0.0283,0.0238,1.09,0.0048,153,87
2023-01-09-03,3.4,2.2,50,66,5.2,1012.3,,,0.3,0.0321,0.0219,1.14,0.0046,151,88
2023-01-09-04,3.4,1.4,50,66,5.2,1011.7,,,0.3,0.0326,0.0258,1.18,0.0045,136,87
2023-01-09-05,3.5,2,340,66,5.2,1011.6,,,0.3,0.0319,0.0256,1.19,0.0046,137,91
2023-01-09-06,3.7,1.6,340,66,5.3,1012,,,0.3,0.0293,0.0283,1.17,0.0039,125,83
2023-01-09-07,3.8,2,270,74,5.9,1012.5,,,0.4,0.0263,0.0281,1.11,0.004,121,82
2023-01-09-08,3.5,1.9,20,72,5.7,1012.8,0,0.01,0.3,0.0151,0.0368,1.22,0.0037,111,71
2023-01-09-09,3.6,1.3,360,74,5.8,1012.9,0,0.1,0.6,0.0106,0.0442,1.18,0.0037,115,71
2023-01-09-10,4.7,1.5,250,72,6.1,1013.1,0.6,0.63,2.6,0.0143,0.0397,1.07,0.0036,106,65
2023-01-09-11,5.5,3,290,65,5.9,1013.3,1,1.3,6.8,0.018,0.0285,0.78,0.0034,143,51
2023-01-09-12,6.3,2.9,270,59,5.6,1012.8,1,1.72,8.7,0.0091,0.035,0.71,0.0033,155,39
2023-01-09-13,6.5,3.6,290,51,4.9,1012.4,1,1.89,8.7,0.0049,0.0415,0.75,0.0035,152,33
2023-01-09-14,6.7,4.4,250,51,5,1012.1,1,1.79,8.3,0.0077,0.0362,0.74,0.0032,139,31
2023-01-09-15,5.8,3.9,290,51,4.7,1012.3,1,1.52,5.5,0.0087,0.0319,0.72,0.0032,138,30
2023-01-09-16,5.6,3.7,290,46,4.2,1012.9,1,1.06,1.7,0.012,0.0292,0.68,0.0033,134,30
2023-01-09-17,4.3,3.1,290,45,3.7,1013.5,1,0.46,-0.1,0.0034,0.0412,0.84,0.0033,137,31
2023-01-09-18,2.8,3,290,49,3.7,1014.4,0.2,0.05,-0.2,0.0014,0.0441,0.98,0.0033,126,34
2023-01-09-19,1.7,1.1,200,50,3.5,1015.5,,,-0.4,0.0015,0.0473,1.07,0.0031,127,36
2023-01-09-20,0.8,1,320,53,3.4,1016.1,,,-0.5,0.0013,0.048,1.16,0.0034,123,37
2023-01-09-21,0.6,2.7,290,56,3.6,1016.4,,,-0.7,0.003,0.0433,1.18,0.0037,129,42
2023-01-09-22,-0.3,2.2,270,58,3.5,1017,,,-0.8,0.0084,0.0407,1.09,0.0039,132,51
2023-01-09-23,-1.1,1.7,270,61,3.5,1017,,,-1,0.0108,0.0425,1.09,0.0044,142,58
2023-01-10-00,-1.3,1.1,290,60,3.3,1017.6,,,-1.1,0.0128,0.0408,1.08,0.0047,143,62
2023-01-10-01,-2.1,1.3,250,62,3.2,1018,,,-1.2,0.0147,0.0402,0.88,0.0047,147,54
2023-01-10-02,-2.6,1.4,250,67,3.4,1018.3,,,-1.4,0.0171,0.0393,0.84,0.0042,134,48
2023-01-10-03,-2.8,2,250,70,3.5,1018.7,,,-1.5,0.0162,0.0347,0.79,0.004,140,46
2023-01-10-04,-3,0.7,290,72,3.5,1018.9,,,-1.7,0.0134,0.0404,0.78,0.0039,132,43
2023-01-10-05,-3.2,1.8,50,71,3.4,1018.6,,,-1.9,0.0106,0.0431,0.8,0.0038,122,41
2023-01-10-06,-3.8,2,20,70,3.2,1018.3,,,-2.2,0.0081,0.0453,0.84,0.0033,115,40
2023-01-10-07,-3.7,2.1,50,73,3.4,1018.7,,,-2.5,0.009,0.0442,0.84,0.0035,111,39
2023-01-10-08,-3.9,1.6,360,75,3.5,1019.1,0,0,-2.7,0.009,0.0437,0.85,0.0039,111,45
2023-01-10-09,-3.2,2.3,50,75,3.6,1019.4,0.9,0.29,-2.2,0.0105,0.0382,0.83,0.0035,114,47
2023-01-10-10,-0.4,2.2,50,66,3.9,1019.6,1,0.84,-0.4,0.0102,0.0448,0.81,0.0035,109,45
2023-01-10-11,2.2,2.3,50,56,4,1019.2,1,1.45,0.9,0.0094,0.0448,0.85,0.0038,109,43
2023-01-10-12,4.5,1.1,70,49,4.1,1018.6,1,1.84,2.2,0.0037,0.0463,0.9,0.0038,105,43
2023-01-10-13,6.4,0.7,50,45,4.3,1017.6,1,1.95,3.9,0.0042,0.0479,0.88,0.0037,99,43
2023-01-10-14,8.2,1.6,200,40,4.3,1016.9,1,1.9,5.5,0.0018,0.0489,0.94,0.0033,97,43
2023-01-10-15,8.8,1.9,180,41,4.6,1016.5,1,1.57,4.7,0.0013,0.0517,0.97,0.0038,98,42
2023-01-10-16,8.5,2.3,270,40,4.4,1016.3,1,1.07,1.5,0.0015,0.0491,0.91,0.0034,99,42
2023-01-10-17,6.8,2.1,290,44,4.3,1016,0.9,0.41,-0.3,0.0016,0.0478,0.88,0.0037,99,42
2023-01-10-18,4.9,1.6,270,51,4.4,1016.2,0,0.01,-0.2,0.0016,0.048,0.91,0.0037,93,40
2023-01-10-19,4.2,1,250,52,4.3,1016.7,,,-0.2,0.0014,0.0518,0.97,0.0041,93,43
2023-01-10-20,3.5,1.8,270,55,4.3,1016.8,,,-0.2,0.0016,0.0543,1.03,0.0043,100,41
2023-01-10-21,2.9,0.4,0,57,4.3,1016.8,,,-0.3,0.0021,0.0447,0.9,0.0038,112,44
2023-01-10-22,2.2,0.4,0,62,4.4,1016.2,,,-0.3,0.0048,0.0429,0.91,0.0043,112,41
2023-01-10-23,1.9,0.4,0,63,4.4,1015.9,,,-0.4,0.0076,0.0444,0.96,0.0054,125,44
2023-01-11-00,1.2,1.8,270,66,4.4,1016,,,-0.6,0.0208,0.0261,0.63,0.0049,126,40
